Historic Coal Production Data: 2002,,,,,,,,,,,,,,,
Source: The U.S. Energy Information Administration (EIA) and the U.S. Mine Safety and Health Administration,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Basin,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Production (short tons),Average Employees,Labor Hours
2002,504591,Bowie Mine #2,Colorado,Delta,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Bowie Resources Ltd,"P.O. Box 483, Paonia, CO 81428",,"5,396,329",220,"458,947"
2002,503013,Mcclane Canyon Mine,Colorado,Garfield,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Lodestar Energy Inc,"P.O. Box 70, Loma, CO 81524",,"327,243",21,"43,416"
2002,503672,West Elk Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,Mountain Coal Company Llc,"P.O. Box 591, Somerset, CO 81434",,"6,556,211",327,"686,760"
2002,504452,Sanborn Creek Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",,"2,482,165",141,"278,461"
2002,504674,Elk Creek Mine,Colorado,Gunnison,Uinta Region,Active,Underground,Operating Subsidiary,Mine only,"Oxbow Mining, Llc","P.O. Box 535, Somerset, CO 81434",,"595,508",104,"181,060"
2002,500266,King Coal Mine,Colorado,La Plata,Western,Active,Underground,Indepedent Producer Operator,Mine only,National King Coal Llc,"4424 County Road 120, Hesperus, CO 81326",,"312,345",66,"118,995"
2002,504712,Lorencito Canyon Mine,Colorado,Las Animas,Western,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,"Lorencito Coal Company, Llc","20500 Highway 12, Weston, CO 81091",,"204,249",30,"66,946"
2002,502838,Trapper Mine,Colorado,Moffat,Uinta Region,Active,Surface,Indepedent Producer Operator,Mine only,Trapper Mining Inc,"P.O. Box 187, Craig, CO 81626",International Union of Operation Engineers,"2,039,599",156,"329,634"
2002,502962,Colowyo Mine,Colorado,Moffat,Uinta Region,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Colowyo Coal Company Lp,"5731 State Highway 13, Meeker, CO 81641",,"5,348,392",331,"673,462"
2002,500299,New Horizon Mine,Colorado,Montrose,Western,Active,Surface,Indepedent Producer Operator,Mine only,Western Fuels-Colorado,"P.O. Box 628, Nucla, CO 81424",United Mine Workers of America,"386,366",29,"53,659"
2002,503505,Deserado Mine,Colorado,Rio Blanco,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Blue Mountain Energy Inc,"3607 County Road #65, Rangely, CO 81648",United Mine Workers of America,"2,088,876",173,"360,342"
2002,500304,Seneca,Colorado,Routt,Uinta Region,Active,Surface,Operating Subsidiary,Mine only,Seneca Coal Company,"Southeast Of Hayden, Hayden, CO 81639",United Mine Workers of America,"1,792,339",103,"234,066"
2002,503836,Foidel Creek Mine,Colorado,Routt,Uinta Region,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Twentymile Coal Company,"29515 Routt County Rd#27, Oak Creek, CO 80467",,"7,573,438",359,"737,537"
2002,1100588,Old Ed #1,Illinois,Franklin,Illinois Basin,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,Illinois Resources Inc,"P.O. Box 458, Mount Carmel, IL 62863",,0,13,"9,911"
2002,1102751,I-1 Mine,Illinois,Gallatin,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Illinois Fuel Company Llc,"920 Gape Hollow Rd, Herod, IL 62947",International Union of Operation Engineers,"1,308,905",125,"337,871"
2002,1102846,Eagle Valley Mine,Illinois,Gallatin,Illinois Basin,Permanently abandoned,Underground,Contractor,Mine only,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,"190,352",44,"69,600"
2002,1102912,Central Prep Plant,Illinois,Gallatin,Illinois Basin,Temporarily closed,Surface,Indepedent Producer Operator,Preparation Plant,Black Beauty Coal Company,"P.O. Box 312, Evansville, IN 47702",,0,3,"6,646"
2002,1102912,Central Prep Plant,Illinois,Gallatin,Illinois Basin,Temporarily closed,Underground,Indepedent Producer Operator,Preparation Plant,Black Beauty Coal Company,"P.O. Box 312, Evansville, IN 47702",,0,2,"3,128"
2002,1103017,Wildcat Hills Mine,Illinois,Gallatin,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,Black Beauty Coal Company,"P.O. Box 312, Evansville, IN 47702",,"2,575,493",157,"387,502"
2002,1103020,Creek Paum Mine,Illinois,Jackson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Knight Hawk Coal Llc,"984 East Sugar Hill Rd, Ava, IL 62907",,"1,296,266",63,"153,363"
2002,1100601,Rend Lake,Illinois,Jefferson,Illinois Basin,Mine closed by MSHA,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"P O Box 566,state Rte 148n, Sesser, IL 62884",United Mine Workers of America,"1,670,050",199,"468,525"
2002,1102668,Industry Mine,Illinois,Mcdonough,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"P.O. Box 4630, Springfield, IL 62708",United Mine Workers of America,"478,532",78,"181,400"
2002,1100726,No 1 Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Monterey Coal Company,"14300 Brushy Mound Rd, Carlinville, IL 62626",United Mine Workers of America,"3,268,640",343,"737,664"
2002,1102236,Crown Ii Mine,Illinois,Macoupin,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Com,"P.O. Box 4630, Springfield, IL 62708",United Mine Workers of America,"1,602,880",210,"438,510"
2002,1102632,Crown Iii Mine,Illinois,Montgomery,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Freeman United Coal Mining Co.,"P.O. Box 4630, Springfield, IL 62708",United Mine Workers of America,"2,018,992",224,"474,263"
2002,1103045,Razorback Ii,Illinois,Perry,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,Illini Energy Resources Llc,"P.O. Box 1523, Murphysboro, IL 62966",International Union of Operation Engineers,"440,060",31,"79,508"
2002,1102408,Zeigler #11,Illinois,Randolph,Illinois Basin,Active,Underground,Operating Subsidiary,Mine only,Old Ben Coal Company,"P.O. Box 397, Coulterville, IL 62237",United Mine Workers of America,"2,549,473",215,"461,982"
2002,1102546,Central Cleaning Plant,Illinois,Randolph,Illinois Basin,Active,Underground,Operating Subsidiary,Preparation Plant,Old Ben Coal Company,"P. O. Box 369, Coulterville, IL 62237",United Mine Workers of America,0,26,"66,910"
2002,1102636,Liberty Mine,Illinois,Saline,Illinois Basin,Active,Underground,Contractor,Mine only,Nubay Mining,"4270 North America Road, Galatia, IL 62935",United Mine Workers of America,"142,486",43,"89,065"
2002,1102752,Galatia Mine,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,The American Coal Company,"P.O. Box 727, Harrisburg, IL 62946",,"6,303,728",603,"1,454,187"
2002,1102879,Big Ridge Mine Prep Plant/Main,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",International Brotherhood of Electrical Workers,0,18,"46,783"
2002,1102997,Big Ridge Mine Portal No. 2,Illinois,Saline,Illinois Basin,Permanently abandoned,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",International Brotherhood of Electrical Workers,"109,282",26,"30,238"
2002,1103054,Willow Lake Portal,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,"2,077,657",207,"457,834"
2002,1103098,Lakeside Synfuel Plant,Illinois,Saline,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Lakeside Synfuel, Llc","236 East Main St, Lexington, KY 40507",,0,11,"19,112"
2002,1103098,Lakeside Synfuel Plant,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Lakeside Synfuel, Llc","236 East Main St, Lexington, KY 40507",,0,11,"19,112"
2002,1103099,Willow Lake Central Preparatio,Illinois,Saline,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,0,22,"39,508"
2002,1103099,Willow Lake Central Preparatio,Illinois,Saline,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,Big Ridge Inc,"420 Long Lane Road, Equality, IL 62934",,0,25,"44,552"
2002,1102664,Elkhart Mine,Illinois,Sangamon,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Turris Coal Company,"8100 East Main, Williamsville, IL 62693",,"1,759,239",215,"395,174"
2002,1102971,Riola #1 Mine - Riola Portal,Illinois,Vermilion,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine only,Black Beauty Coal Company,"8282 Catlin Indianola Road, Catlin, IL 61817",,"942,466",84,"201,697"
2002,1103060,Riola #1 Mine - Vermilion Grov,Illinois,Vermilion,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine only,Black Beauty Coal Company,"4500 N. 1500 E. Rd., Ridge Farm, IL 61870",,"957,735",133,"255,139"
2002,1100877,Wabash Mine,Illinois,Wabash,Illinois Basin,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Wabash Mine Holding Company,"7614 N. 900 Boulevard, Mt. Carmel, IL 62863",United Mine Workers of America,"1,490,794",208,"446,720"
2002,1103064,Friendsville Mine,Illinois,Wabash,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,Vigo Coal Company Inc,"14649 Highway 41 North, Evansville, IN 47725",,"7,591",9,"10,312"
2002,1102662,Pattiki,Illinois,White,Illinois Basin,Mine closed by MSHA,Underground,Operating Subsidiary,Mine and Preparation Plant,"White County Coal, Llc","P.O. Box 457, Carmi, IL 62821",,"1,847,446",210,"451,939"
2002,1103092,Cambria #1,Illinois,Williamson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine only,S Coal Company,"P.O. Box 219, Cambria, IL 62915",,"276,299",19,"39,957"
2002,1202096,Eel Mine,Indiana,Clay,Illinois Basin,Permanently abandoned,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"P.O. Box 312, Evansville, IN 47702",,"181,392",22,"39,531"
2002,1202294,Miller Creek Mine-Sugar Ridge,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"P. O. Box 312, Evansville, IN 47702",,"640,467",51,"132,583"
2002,1202300,Martz Mine,Indiana,Clay,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"Rte 1, Box 29a, Lyons, IN 47443",,"327,940",19,"50,200"
2002,1201590,Little Sandy,Indiana,Daviess,Illinois Basin,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Little Sandy Coal Company Inc,"P.O. Box 16, Lamar, IN 47550",,"345,475",31,"62,992"
2002,1201732,Craney Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Solar Sources Inc,"Post Office Box 7, Petersburg, IN 47567",,"1,974,004",121,"323,736"
2002,1201946,Viking Mine,Indiana,Daviess,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"Post Office Box 312, Evansville, IN 47702",,"1,270,368",100,"284,091"
2002,1202127,Columbia Mine,Indiana,Gibson,Illinois Basin,Permanently abandoned,Surface,Contractor,Mine and Preparation Plant,Vigo Coal Company Inc,"14649 Highway 41 North, Evansville, IN 47725",,"429,092",35,"72,872"
2002,1202147,Francisco Mine,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"Post Office Box 312, Evansville, IN 47702",,"2,449,849",169,"442,733"
2002,1202207,Somerville,Indiana,Gibson,Illinois Basin,Active,Surface,Contractor,Mine and Preparation Plant,United Minerals Company Llc,"P.O. Box 400, Huntingburg, IN 47542",,"3,133,369",120,"362,898"
2002,1202215,Gibson Mine,Indiana,Gibson,Illinois Basin,Active,Underground,Contractor,Mine and Preparation Plant,"Gibson County Coal, Llc","R. R. 3, Lyle Station Rd, Princeton, IN 47670",,"1,932,567",195,"494,255"
2002,1202258,Somerville Central Mine,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,". P O Box 312, Evansville, IN 47702",,"3,105,110",133,"327,453"
2002,1202296,Discovery,Indiana,Gibson,Illinois Basin,Active,Surface,Contractor,Mine only,United Minerals Company Llc,"P.O. Box 400, Huntingburg, IN 47542",,"814,483",27,"78,835"
2002,1202317,Gibson #1,Indiana,Gibson,Illinois Basin,Active,Surface,Indepedent Producer Operator,Preparation Plant,"Pc Illinois Synthetic Fuel #2,","3211-D Frederica Street, Owensboro, KY 42301",,0,16,"33,855"
2002,1202317,Gibson #1,Indiana,Gibson,Illinois Basin,Active,Underground,Indepedent Producer Operator,Preparation Plant,"Pc Illinois Synthetic Fuel #2,","3211-D Frederica Street, Owensboro, KY 42301",,0,1,"1,782"
2002,1202097,Switz City,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"R. R. #1, Box 29a, Lyons, IN 47443",,"112,843",15,"39,320"
2002,1202299,Newberry Mine,Indiana,Greene,Illinois Basin,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Triad Mining Inc,"Rte 1, Box 29a, Lyons, IN 47443",,"167,442",18,"26,641"
2002,1202010,Air Quality #1 Mine,Indiana,Knox,Illinois Basin,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Black Beauty Coal Company,"3609 South Hart Street, Vincennes, IN 47591",,"1,831,666",227,"539,674"
2002,1202063,Sycamore Mine,Indiana,Knox,Illinois Basin,Active,Surface,Operating Subsidiary,Mine and Preparation Plant,Beech Coal Company,"4421 N. Bicknell Rd, Bicknell, IN 47512",United Mine Workers of America,"658,463",58,"132,994"
